date,price
1506816000,4366.99999999
1506816300,4385.0
1506816600,4377.89999996
1506816900,4382.0
1506817200,4382.0
1506817500,4387.750937
1506817800,4389.46
1506818100,4384.86645009
1506818400,4377.90000168
1506818700,4370.93304726
1506819000,4378.08230728
1506819300,4371.59222179
1506819600,4360.0
1506819900,4350.01873161
1506820200,4344.06182415
1506820500,4346.99999984
1506820800,4344.22351969
1506821100,4348.6
1506821400,4355.35058915
1506821700,4350.1245003
1506822000,4347.77125708
1506822300,4352.0
1506822600,4347.79000069
1506822900,4358.19082139
1506823200,4354.74922348
1506823500,4350.7706
1506823800,4340.10821189
1506824100,4323.4
1506824400,4326.99999969
1506824700,4319.50469355
1506825000,4334.99999996
1506825300,4323.32
1506825600,4329.69999999
1506825900,4331.77640238
1506826200,4328.0
1506826500,4293.0
1506826800,4302.06156189
1506827100,4300.0
1506827400,4312.99999999
1506827700,4319.0
1506828000,4312.39797409
1506828300,4290.0
1506828600,4291.34547777
1506828900,4300.01000008
1506829200,4300.50000001
1506829500,4314.00000001
1506829800,4307.68660508
1506830100,4320.0
1506830400,4326.60291253
1506830700,4316.09824363
1506831000,4320.77969448
1506831300,4317.95482477
1506831600,4315.21075263
1506831900,4312.14973223
1506832200,4312.14973225
1506832500,4311.00000005
1506832800,4317.78017256
1506833100,4315.59535885
1506833400,4312.93700693
1506833700,4303.93700695
1506834000,4300.0
1506834300,4298.0
1506834600,4300.0
1506834900,4300.0
1506835200,4300.0
1506835500,4309.99739706
1506835800,4319.00000003
1506836100,4332.0639935
1506836400,4309.32814008
1506836700,4309.26210161
1506837000,4324.89999997
1506837300,4323.42089672
1506837600,4323.58079925
1506837900,4330.50016134
1506838200,4339.0
1506838500,4333.486269
1506838800,4330.56814483
1506839100,4339.0
1506839400,4339.0
1506839700,4331.4276122
1506840000,4336.68
1506840300,4334.42536324
1506840600,4323.58079959
1506840900,4330.68
1506841200,4333.99999987
1506841500,4327.97195424
1506841800,4330.0
1506842100,4330.00000003
1506842400,4335.0
1506842700,4334.8423379
1506843000,4334.84233796
1506843300,4341.79
1506843600,4345.18173426
1506843900,4342.48
1506844200,4338.14022356
1506844500,4337.91864424
1506844800,4338.67219401
1506845100,4336.92775697
1506845400,4339.99999995
1506845700,4311.36121404
1506846000,4321.81090364
1506846300,4323.0
1506846600,4325.2449706
1506846900,4313.0
1506847200,4312.99999975
1506847500,4310.00000004
1506847800,4315.00000001
1506848100,4322.26364333
1506848400,4319.64680313
1506848700,4320.00000001
1506849000,4320.0
1506849300,4320.0
1506849600,4320.0
1506849900,4320.97355259
1506850200,4319.0
1506850500,4321.00000007
1506850800,4322.967403
1506851100,4322.967403
1506851400,4322.82750981
1506851700,4316.0
1506852000,4324.96749417
1506852300,4321.18759844
1506852600,4325.11516195
1506852900,4330.40441233
1506853200,4331.99999988
1506853500,4332.0
1506853800,4332.19999999
1506854100,4332.1
1506854400,4328.5
1506854700,4327.7777778
1506855000,4330.9
1506855300,4326.09523084
1506855600,4335.90395012
1506855900,4326.77552734
1506856200,4327.00000012
1506856500,4332.0
1506856800,4330.00000034
1506857100,4330.00000083
1506857400,4330.2862104
1506857700,4333.00442686
1506858000,4320.8
1506858300,4318.98852864
1506858600,4324.14175992
1506858900,4317.66628897
1506859200,4304.79999987
1506859500,4303.99999958
1506859800,4291.99999996
1506860100,4275.90164207
1506860400,4288.00000003
1506860700,4292.99999984
1506861000,4277.81568202
1506861300,4280.00000026
1506861600,4274.89810979
1506861900,4288.10000001
1506862200,4289.19720069
1506862500,4289.18573297
1506862800,4289.00083438
1506863100,4278.00000054
1506863400,4261.22701931
1506863700,4274.10540006
1506864000,4268.22588156
1506864300,4262.10000054
1506864600,4269.99999996
1506864900,4274.16079397
1506865200,4277.53866203
1506865500,4285.32
1506865800,4282.99999996
1506866100,4282.99999997
1506866400,4282.00001003
1506866700,4291.8686365
1506867000,4293.38451721
1506867300,4298.5
1506867600,4302.0
1506867900,4293.0
1506868200,4287.77248413
1506868500,4287.77248413
1506868800,4287.77248413
1506869100,4287.77248413
1506869400,4292.98900992
1506869700,4299.49999898
1506870000,4289.57633131
1506870300,4288.5912951
1506870600,4289.75752405
1506870900,4301.0
1506871200,4291.54270012
1506871500,4291.54270013
1506871800,4291.5427003
1506872100,4299.00000003
1506872400,4298.09999947
1506872700,4303.00000001
1506873000,4313.25580405
1506873300,4313.25580401
1506873600,4320.55280665
1506873900,4320.6796875
1506874200,4320.0
1506874500,4324.00000018
1506874800,4318.99999999
1506875100,4316.11068261
1506875400,4320.00000016
1506875700,4330.71290232
1506876000,4329.99999984
1506876300,4329.9999992
1506876600,4319.39752302
1506876900,4316.00000012
1506877200,4315.0
1506877500,4318.0
1506877800,4310.57189131
1506878100,4315.02650004
1506878400,4313.91490235
1506878700,4311.48055322
1506879000,4308.02650004
1506879300,4311.18672252
1506879600,4298.54396664
1506879900,4299.5
1506880200,4304.36969997
1506880500,4307.00000004
1506880800,4315.9
1506881100,4308.1446444
1506881400,4308.14464427
1506881700,4309.0
1506882000,4310.0
1506882300,4307.0
1506882600,4306.99999997
1506882900,4309.0
1506883200,4317.6755607
1506883500,4312.6
1506883800,4327.93847656
1506884100,4331.99999999
1506884400,4333.48034854
1506884700,4330.0
1506885000,4333.00000003
1506885300,4337.9018997
1506885600,4334.0
1506885900,4325.00000002
1506886200,4328.04192103
1506886500,4330.0
1506886800,4325.7544871
1506887100,4328.99999975
1506887400,4325.24929498
1506887700,4326.59999999
1506888000,4326.69969971
1506888300,4324.135478
1506888600,4324.99999963
1506888900,4328.01215045
1506889200,4330.0
1506889500,4334.91274946
1506889800,4340.79500522
1506890100,4342.00000001
1506890400,4345.0
1506890700,4348.0
1506891000,4359.50000007
1506891300,4358.03456873
1506891600,4365.65333332
1506891900,4368.82226562
1506892200,4374.43072918
1506892500,4374.79999997
1506892800,4368.35338186
1506893100,4364.8
1506893400,4368.12464487
1506893700,4373.89999999
1506894000,4369.0
1506894300,4364.69824224
1506894600,4368.0
1506894900,4368.0
1506895200,4371.4
1506895500,4379.0
1506895800,4380.27101071
1506896100,4380.52492787
1506896400,4386.0
1506896700,4390.0
1506897000,4400.09999995
1506897300,4409.16678547
1506897600,4415.0
1506897900,4420.0
1506898200,4395.99999993
1506898500,4401.0169456
1506898800,4399.99999991
1506899100,4400.0
1506899400,4396.87238854
1506899700,4400.10000053
1506900000,4415.58195005
1506900300,4415.55591086
1506900600,4405.55210455
1506900900,4399.17636385
1506901200,4409.28439974
1506901500,4409.21999956
1506901800,4408.00000003
1506902100,4412.79348634
1506902400,4425.0
1506902700,4416.79212025
1506903000,4404.88812707
1506903300,4406.43707397
1506903600,4407.4
1506903900,4400.0
1506904200,4407.4
1506904500,4419.99999999
1506904800,4428.0
1506905100,4430.0
1506905400,4433.55659995
1506905700,4434.00999999
1506906000,4430.49999992
1506906300,4430.02870158
1506906600,4438.99999004
1506906900,4429.82768205
1506907200,4419.9999999
1506907500,4419.26119713
1506907800,4421.28139126
1506908100,4415.43707403
1506908400,4424.2031449
1506908700,4420.2031449
1506909000,4418.08969928
1506909300,4416.99875025
1506909600,4420.60000118
1506909900,4428.09
1506910200,4429.01723276
1506910500,4425.0
1506910800,4426.19083637
1506911100,4435.99999941
1506911400,4430.0
1506911700,4425.5634826
1506912000,4420.0
1506912300,4422.00000003
1506912600,4414.58006102
1506912900,4423.0
1506913200,4414.51006029
1506913500,4409.40021863
1506913800,4405.58564421
1506914100,4410.6
1506914400,4420.58006105
1506914700,4422.58006108
1506915000,4422.0
1506915300,4420.3737
1506915600,4426.78525035
1506915900,4424.79999906
1506916200,4424.99999998
1506916500,4426.0
1506916800,4434.99999997
1506917100,4429.9999999
1506917400,4433.51006044
1506917700,4435.0
1506918000,4448.6
1506918300,4445.07000005
1506918600,4438.3325007
1506918900,4437.19
1506919200,4437.59999984
